path	category	include_in_commit	reason	file_size_bytes	data_or_code	downstream_or_backbone_relevance
reports/planA_k_full_macrostate_annotation_feature_only/01_input_inventory.json	report/output	no	downstream-only or out of M0-M2.5 scope	5005	config_or_json	downstream-only
reports/planA_k_full_macrostate_annotation_feature_only/01_input_inventory.md	report/output	no	downstream-only or out of M0-M2.5 scope	2376	documentation	downstream-only
reports/planA_k_full_macrostate_annotation_feature_only/01_input_inventory.tsv	report/output	no	downstream-only or out of M0-M2.5 scope	2392	report	downstream-only
reports/planA_k_full_macrostate_annotation_feature_only/02_k6_macrostate_technical_summary.json	report/output	no	downstream-only or out of M0-M2.5 scope	8470	config_or_json	downstream-only
reports/planA_k_full_macrostate_annotation_feature_only/02_k6_macrostate_technical_summary.md	report/output	no	downstream-only or out of M0-M2.5 scope	1018	documentation	downstream-only
reports/planA_k_full_macrostate_annotation_feature_only/02_k6_macrostate_technical_summary.tsv	report/output	no	downstream-only or out of M0-M2.5 scope	4837	report	downstream-only
reports/planA_k_full_macrostate_annotation_feature_only/03_triviality_and_d35_caution.json	report/output	no	downstream-only or out of M0-M2.5 scope	13225	config_or_json	downstream-only
reports/planA_k_full_macrostate_annotation_feature_only/03_triviality_and_d35_caution.md	report/output	no	downstream-only or out of M0-M2.5 scope	3241	documentation	downstream-only
reports/planA_k_full_macrostate_annotation_feature_only/03_triviality_and_d35_caution.tsv	report/output	no	downstream-only or out of M0-M2.5 scope	2579	report	downstream-only
reports/planA_k_full_macrostate_annotation_feature_only/04_feature_composition_annotation.json	report/output	no	downstream-only or out of M0-M2.5 scope	6782	config_or_json	downstream-only
reports/planA_k_full_macrostate_annotation_feature_only/04_feature_composition_annotation.md	report/output	no	downstream-only or out of M0-M2.5 scope	5756	documentation	downstream-only
reports/planA_k_full_macrostate_annotation_feature_only/04_feature_composition_annotation.tsv	report/output	no	downstream-only or out of M0-M2.5 scope	5424	report	downstream-only
reports/planA_k_full_macrostate_annotation_feature_only/05_technical_role_hypotheses.json	report/output	no	downstream-only or out of M0-M2.5 scope	2980	config_or_json	downstream-only
reports/planA_k_full_macrostate_annotation_feature_only/05_technical_role_hypotheses.md	report/output	no	downstream-only or out of M0-M2.5 scope	1604	documentation	downstream-only
reports/planA_k_full_macrostate_annotation_feature_only/05_technical_role_hypotheses.tsv	report/output	no	downstream-only or out of M0-M2.5 scope	1264	report	downstream-only
reports/planA_k_full_macrostate_annotation_feature_only/06_figure_manifest.md	report/output	no	downstream-only or out of M0-M2.5 scope	996	documentation	downstream-only
reports/planA_k_full_macrostate_annotation_feature_only/06_figure_manifest.tsv	report/output	no	downstream-only or out of M0-M2.5 scope	830	report	downstream-only
reports/planA_k_full_macrostate_annotation_feature_only/07_compare_to_spatial_weighted_annotation.json	report/output	no	downstream-only or out of M0-M2.5 scope	7099	config_or_json	downstream-only
reports/planA_k_full_macrostate_annotation_feature_only/07_compare_to_spatial_weighted_annotation.md	report/output	no	downstream-only or out of M0-M2.5 scope	3275	documentation	downstream-only
reports/planA_k_full_macrostate_annotation_feature_only/07_compare_to_spatial_weighted_annotation.tsv	report/output	no	downstream-only or out of M0-M2.5 scope	1385	report	downstream-only
reports/planA_k_full_macrostate_annotation_feature_only/07_tiny_vs_full_comparison.json	report/output	no	downstream-only or out of M0-M2.5 scope	526	config_or_json	downstream-only
reports/planA_k_full_macrostate_annotation_feature_only/07_tiny_vs_full_comparison.md	report/output	no	downstream-only or out of M0-M2.5 scope	462	documentation	downstream-only
reports/planA_k_full_macrostate_annotation_feature_only/08_darlin_nichefate_implication.json	report/output	no	downstream-only or out of M0-M2.5 scope	419	config_or_json	downstream-only
reports/planA_k_full_macrostate_annotation_feature_only/08_darlin_nichefate_implication.md	report/output	no	downstream-only or out of M0-M2.5 scope	396	documentation	downstream-only
reports/planA_k_full_macrostate_annotation_feature_only/09_corrected_annotation_decision.json	report/output	no	downstream-only or out of M0-M2.5 scope	14053	config_or_json	downstream-only
reports/planA_k_full_macrostate_annotation_feature_only/09_corrected_annotation_decision.md	report/output	no	downstream-only or out of M0-M2.5 scope	1086	documentation	downstream-only
reports/planA_k_full_macrostate_annotation_feature_only/figures/d35_fraction_barplot.png	report/output	no	downstream-only or out of M0-M2.5 scope	31846	report	downstream-only
reports/planA_k_full_macrostate_annotation_feature_only/figures/macrostate_size_barplot.png	report/output	no	downstream-only or out of M0-M2.5 scope	31710	report	downstream-only
reports/planA_k_full_macrostate_annotation_feature_only/figures/membership_confidence_histogram.png	report/output	no	downstream-only or out of M0-M2.5 scope	30728	report	downstream-only
reports/planA_k_full_macrostate_annotation_feature_only/figures/slice_composition_heatmap.png	report/output	no	downstream-only or out of M0-M2.5 scope	45679	report	downstream-only
reports/planA_k_full_macrostate_annotation_feature_only/figures/spatial_scatter_macrostate.png	report/output	no	downstream-only or out of M0-M2.5 scope	211738	report	downstream-only
reports/planA_k_full_macrostate_annotation_feature_only/figures/timepoint_composition_stacked_barplot.png	report/output	no	downstream-only or out of M0-M2.5 scope	40740	report	downstream-only
reports/planA_k_full_result_packet/00_FULL_RESULT_PACKET_SUMMARY.json	report/output	no	downstream-only or out of M0-M2.5 scope	12840	config_or_json	downstream-only
reports/planA_k_full_result_packet/00_FULL_RESULT_PACKET_SUMMARY.md	report/output	no	downstream-only or out of M0-M2.5 scope	4204	documentation	downstream-only
reports/planA_k_full_result_packet/00_preflight.json	report/output	no	downstream-only or out of M0-M2.5 scope	5078	config_or_json	downstream-only
reports/planA_k_full_result_packet/00_preflight.md	report/output	no	downstream-only or out of M0-M2.5 scope	4278	documentation	downstream-only
reports/planA_k_full_result_packet/00_preflight.tsv	report/output	no	downstream-only or out of M0-M2.5 scope	3960	report	downstream-only
reports/planA_k_full_result_packet/01_source_inventory.json	report/output	no	downstream-only or out of M0-M2.5 scope	409	config_or_json	downstream-only
reports/planA_k_full_result_packet/01_source_inventory.md	report/output	no	downstream-only or out of M0-M2.5 scope	7696	documentation	downstream-only
reports/planA_k_full_result_packet/01_source_inventory.tsv	report/output	no	downstream-only or out of M0-M2.5 scope	6726	report	downstream-only
reports/planA_k_full_result_packet/02_claim_and_terminology_guardrail.json	report/output	no	downstream-only or out of M0-M2.5 scope	1613	config_or_json	downstream-only
reports/planA_k_full_result_packet/02_claim_and_terminology_guardrail.md	report/output	no	downstream-only or out of M0-M2.5 scope	1054	documentation	downstream-only
reports/planA_k_full_result_packet/03_method_core_explanation.json	report/output	no	downstream-only or out of M0-M2.5 scope	1233	config_or_json	downstream-only
reports/planA_k_full_result_packet/03_method_core_explanation.md	report/output	no	downstream-only or out of M0-M2.5 scope	1148	documentation	downstream-only
reports/planA_k_full_result_packet/04_full_result_summary_tables.json	report/output	no	downstream-only or out of M0-M2.5 scope	410	config_or_json	downstream-only
reports/planA_k_full_result_packet/04_full_result_summary_tables.md	report/output	no	downstream-only or out of M0-M2.5 scope	5009	documentation	downstream-only
reports/planA_k_full_result_packet/04_gpcca_selection_summary.tsv	report/output	no	downstream-only or out of M0-M2.5 scope	930	report	downstream-only
reports/planA_k_full_result_packet/04_kmix_A_summary.tsv	report/output	no	downstream-only or out of M0-M2.5 scope	577	report	downstream-only
reports/planA_k_full_result_packet/04_m2_5_summary.tsv	report/output	no	downstream-only or out of M0-M2.5 scope	398	report	downstream-only
reports/planA_k_full_result_packet/04_macrostate_annotation_summary.tsv	report/output	no	downstream-only or out of M0-M2.5 scope	1387	report	downstream-only
reports/planA_k_full_result_packet/04_stage_status.tsv	report/output	no	downstream-only or out of M0-M2.5 scope	727	report	downstream-only
reports/planA_k_full_result_packet/05_figure_manifest.json	report/output	no	downstream-only or out of M0-M2.5 scope	1100	config_or_json	downstream-only
reports/planA_k_full_result_packet/05_figure_manifest.md	report/output	no	downstream-only or out of M0-M2.5 scope	3159	documentation	downstream-only
reports/planA_k_full_result_packet/05_figure_manifest.tsv	report/output	no	downstream-only or out of M0-M2.5 scope	2884	report	downstream-only
reports/planA_k_full_result_packet/06_advisor_facing_report_cn.md	report/output	no	downstream-only or out of M0-M2.5 scope	7296	documentation	downstream-only
reports/planA_k_full_result_packet/07_method_abstract_en.md	report/output	no	downstream-only or out of M0-M2.5 scope	715	documentation	downstream-only
reports/planA_k_full_result_packet/08_next_step_roadmap.json	report/output	no	downstream-only or out of M0-M2.5 scope	749	config_or_json	downstream-only
reports/planA_k_full_result_packet/08_next_step_roadmap.md	report/output	no	downstream-only or out of M0-M2.5 scope	654	documentation	downstream-only
reports/planA_k_full_result_packet/figures/d35_boundary_caution_schematic.png	report/output	no	downstream-only or out of M0-M2.5 scope	31466	report	downstream-only
reports/planA_k_full_result_packet/figures/gpcca_k_selection_overview.png	report/output	no	downstream-only or out of M0-M2.5 scope	36741	report	downstream-only
reports/planA_k_full_result_packet/figures/k6_macrostate_role_summary.png	report/output	no	downstream-only or out of M0-M2.5 scope	69892	report	downstream-only
reports/planA_k_full_result_packet/figures/kmix_A_kernel_qc_overview.png	report/output	no	downstream-only or out of M0-M2.5 scope	59828	report	downstream-only
reports/planA_k_full_result_packet/figures/m2_5_full_qc_overview.png	report/output	no	downstream-only or out of M0-M2.5 scope	57407	report	downstream-only
reports/planA_k_full_result_packet/figures/planA_k_pipeline_status.png	report/output	no	downstream-only or out of M0-M2.5 scope	37965	report	downstream-only
reports/planA_k_full_result_visualization/.mplconfig/fontlist-v390.json	report/output	no	downstream-only or out of M0-M2.5 scope	64783	config_or_json	downstream-only
reports/planA_k_full_result_visualization/00_FULL_RESULT_VISUALIZATION_SUMMARY.json	report/output	no	downstream-only or out of M0-M2.5 scope	25911	config_or_json	downstream-only
reports/planA_k_full_result_visualization/00_FULL_RESULT_VISUALIZATION_SUMMARY.md	report/output	no	downstream-only or out of M0-M2.5 scope	14666	documentation	downstream-only
reports/planA_k_full_result_visualization/00_preflight.json	report/output	no	downstream-only or out of M0-M2.5 scope	6736	config_or_json	downstream-only
reports/planA_k_full_result_visualization/00_preflight.md	report/output	no	downstream-only or out of M0-M2.5 scope	3874	documentation	downstream-only
reports/planA_k_full_result_visualization/00_preflight.tsv	report/output	no	downstream-only or out of M0-M2.5 scope	3579	report	downstream-only
reports/planA_k_full_result_visualization/01_input_inventory.json	report/output	no	downstream-only or out of M0-M2.5 scope	136	config_or_json	downstream-only
reports/planA_k_full_result_visualization/01_input_inventory.md	report/output	no	downstream-only or out of M0-M2.5 scope	4052	documentation	downstream-only
reports/planA_k_full_result_visualization/01_input_inventory.tsv	report/output	no	downstream-only or out of M0-M2.5 scope	3521	report	downstream-only
reports/planA_k_full_result_visualization/02_plotting_tables_summary.json	report/output	no	downstream-only or out of M0-M2.5 scope	392	config_or_json	downstream-only
reports/planA_k_full_result_visualization/02_plotting_tables_summary.md	report/output	no	downstream-only or out of M0-M2.5 scope	693	documentation	downstream-only
reports/planA_k_full_result_visualization/03_spatial_macrostate_figures.json	report/output	no	downstream-only or out of M0-M2.5 scope	112	config_or_json	downstream-only
reports/planA_k_full_result_visualization/03_spatial_macrostate_figures.md	report/output	no	downstream-only or out of M0-M2.5 scope	6139	documentation	downstream-only
reports/planA_k_full_result_visualization/03_spatial_macrostate_figures.tsv	report/output	no	downstream-only or out of M0-M2.5 scope	5777	report	downstream-only
reports/planA_k_full_result_visualization/04_macrostate_probability_maps.json	report/output	no	downstream-only or out of M0-M2.5 scope	139	config_or_json	downstream-only
reports/planA_k_full_result_visualization/04_macrostate_probability_maps.md	report/output	no	downstream-only or out of M0-M2.5 scope	5370	documentation	downstream-only
reports/planA_k_full_result_visualization/04_macrostate_probability_maps.tsv	report/output	no	downstream-only or out of M0-M2.5 scope	5024	report	downstream-only
reports/planA_k_full_result_visualization/05_transition_flow_visualization.json	report/output	no	downstream-only or out of M0-M2.5 scope	136	config_or_json	downstream-only
reports/planA_k_full_result_visualization/05_transition_flow_visualization.md	report/output	no	downstream-only or out of M0-M2.5 scope	1707	documentation	downstream-only
reports/planA_k_full_result_visualization/05_transition_flow_visualization.tsv	report/output	no	downstream-only or out of M0-M2.5 scope	1538	report	downstream-only
reports/planA_k_full_result_visualization/06_biological_context_annotation.json	report/output	no	downstream-only or out of M0-M2.5 scope	388	config_or_json	downstream-only
reports/planA_k_full_result_visualization/06_biological_context_annotation.md	report/output	no	downstream-only or out of M0-M2.5 scope	8630	documentation	downstream-only
reports/planA_k_full_result_visualization/06_biological_context_annotation.tsv	report/output	no	downstream-only or out of M0-M2.5 scope	8229	report	downstream-only
reports/planA_k_full_result_visualization/07_biological_context_figures.json	report/output	no	downstream-only or out of M0-M2.5 scope	107	config_or_json	downstream-only
reports/planA_k_full_result_visualization/07_biological_context_figures.md	report/output	no	downstream-only or out of M0-M2.5 scope	1719	documentation	downstream-only
reports/planA_k_full_result_visualization/07_biological_context_figures.tsv	report/output	no	downstream-only or out of M0-M2.5 scope	1553	report	downstream-only
reports/planA_k_full_result_visualization/08_cellrank_style_panel_manifest.json	report/output	no	downstream-only or out of M0-M2.5 scope	74	config_or_json	downstream-only
reports/planA_k_full_result_visualization/08_cellrank_style_panel_manifest.md	report/output	no	downstream-only or out of M0-M2.5 scope	1433	documentation	downstream-only
reports/planA_k_full_result_visualization/08_cellrank_style_panel_manifest.tsv	report/output	no	downstream-only or out of M0-M2.5 scope	1306	report	downstream-only
reports/planA_k_full_result_visualization/09_visualization_readiness_decision.json	report/output	no	downstream-only or out of M0-M2.5 scope	732	config_or_json	downstream-only
reports/planA_k_full_result_visualization/09_visualization_readiness_decision.md	report/output	no	downstream-only or out of M0-M2.5 scope	207	documentation	downstream-only
reports/planA_k_full_result_visualization/figures/anchor_sample_probability_macrostate_0.png	report/output	no	downstream-only or out of M0-M2.5 scope	249141	report	downstream-only
reports/planA_k_full_result_visualization/figures/anchor_sample_probability_macrostate_1.png	report/output	no	downstream-only or out of M0-M2.5 scope	244282	report	downstream-only
reports/planA_k_full_result_visualization/figures/anchor_sample_probability_macrostate_2.png	report/output	no	downstream-only or out of M0-M2.5 scope	250263	report	downstream-only
reports/planA_k_full_result_visualization/figures/anchor_sample_probability_macrostate_3.png	report/output	no	downstream-only or out of M0-M2.5 scope	251007	report	downstream-only
reports/planA_k_full_result_visualization/figures/anchor_sample_probability_macrostate_4.png	report/output	no	downstream-only or out of M0-M2.5 scope	249055	report	downstream-only
reports/planA_k_full_result_visualization/figures/anchor_sample_probability_macrostate_5.png	report/output	no	downstream-only or out of M0-M2.5 scope	248644	report	downstream-only
reports/planA_k_full_result_visualization/figures/anchor_sample_spatial_by_macrostate.png	report/output	no	downstream-only or out of M0-M2.5 scope	326018	report	downstream-only
reports/planA_k_full_result_visualization/figures/d35_boundary_flow_check.png	report/output	no	downstream-only or out of M0-M2.5 scope	57085	report	downstream-only
reports/planA_k_full_result_visualization/figures/d35_macrostate_distribution.png	report/output	no	downstream-only or out of M0-M2.5 scope	106928	report	downstream-only
reports/planA_k_full_result_visualization/figures/macrostate_0_probability_by_timepoint.png	report/output	no	downstream-only or out of M0-M2.5 scope	105180	report	downstream-only
reports/planA_k_full_result_visualization/figures/macrostate_1_probability_by_timepoint.png	report/output	no	downstream-only or out of M0-M2.5 scope	101708	report	downstream-only
reports/planA_k_full_result_visualization/figures/macrostate_2_probability_by_timepoint.png	report/output	no	downstream-only or out of M0-M2.5 scope	105281	report	downstream-only
reports/planA_k_full_result_visualization/figures/macrostate_3_probability_by_timepoint.png	report/output	no	downstream-only or out of M0-M2.5 scope	105178	report	downstream-only
reports/planA_k_full_result_visualization/figures/macrostate_4_probability_by_timepoint.png	report/output	no	downstream-only or out of M0-M2.5 scope	105129	report	downstream-only
reports/planA_k_full_result_visualization/figures/macrostate_5_probability_by_timepoint.png	report/output	no	downstream-only or out of M0-M2.5 scope	105799	report	downstream-only
reports/planA_k_full_result_visualization/figures/macrostate_cell_composition_heatmap.png	report/output	no	downstream-only or out of M0-M2.5 scope	73355	report	downstream-only
reports/planA_k_full_result_visualization/figures/macrostate_context_annotation_summary.png	report/output	no	downstream-only or out of M0-M2.5 scope	147910	report	downstream-only
reports/planA_k_full_result_visualization/figures/macrostate_entropy_diversity_heatmap.png	report/output	no	downstream-only or out of M0-M2.5 scope	50717	report	downstream-only
reports/planA_k_full_result_visualization/figures/macrostate_slice_composition_heatmap.png	report/output	no	downstream-only or out of M0-M2.5 scope	88326	report	downstream-only
reports/planA_k_full_result_visualization/figures/macrostate_timepoint_composition_heatmap.png	report/output	no	downstream-only or out of M0-M2.5 scope	37533	report	downstream-only
reports/planA_k_full_result_visualization/figures/macrostate_top_features_heatmap.png	report/output	no	downstream-only or out of M0-M2.5 scope	73625	report	downstream-only
reports/planA_k_full_result_visualization/figures/macrostate_transition_matrix.png	report/output	no	downstream-only or out of M0-M2.5 scope	50405	report	downstream-only
reports/planA_k_full_result_visualization/figures/metaniche_probability_macrostate_0.png	report/output	no	downstream-only or out of M0-M2.5 scope	169049	report	downstream-only
reports/planA_k_full_result_visualization/figures/metaniche_probability_macrostate_1.png	report/output	no	downstream-only or out of M0-M2.5 scope	163630	report	downstream-only
reports/planA_k_full_result_visualization/figures/metaniche_probability_macrostate_2.png	report/output	no	downstream-only or out of M0-M2.5 scope	169684	report	downstream-only
reports/planA_k_full_result_visualization/figures/metaniche_probability_macrostate_3.png	report/output	no	downstream-only or out of M0-M2.5 scope	170097	report	downstream-only
reports/planA_k_full_result_visualization/figures/metaniche_probability_macrostate_4.png	report/output	no	downstream-only or out of M0-M2.5 scope	168763	report	downstream-only
reports/planA_k_full_result_visualization/figures/metaniche_probability_macrostate_5.png	report/output	no	downstream-only or out of M0-M2.5 scope	171008	report	downstream-only
reports/planA_k_full_result_visualization/figures/metaniche_spatial_by_macrostate_all.png	report/output	no	downstream-only or out of M0-M2.5 scope	188174	report	downstream-only
reports/planA_k_full_result_visualization/figures/metaniche_spatial_by_timepoint.png	report/output	no	downstream-only or out of M0-M2.5 scope	174236	report	downstream-only
reports/planA_k_full_result_visualization/figures/metaniche_spatial_faceted_by_timepoint_macrostate.png	report/output	no	downstream-only or out of M0-M2.5 scope	90127	report	downstream-only
reports/planA_k_full_result_visualization/figures/metaniche_transition_graph_overview.png	report/output	no	downstream-only or out of M0-M2.5 scope	281351	report	downstream-only
reports/planA_k_full_result_visualization/figures/planA_k_cellrank_style_panel_overview.png	report/output	no	downstream-only or out of M0-M2.5 scope	297269	report	downstream-only
reports/planA_k_full_result_visualization/figures/planA_k_spatial_macrostate_probability_panel.png	report/output	no	downstream-only or out of M0-M2.5 scope	492104	report	downstream-only
reports/planA_k_full_result_visualization/figures/planA_k_transition_flow_panel.png	report/output	no	downstream-only or out of M0-M2.5 scope	188388	report	downstream-only
reports/planA_k_full_result_visualization/figures/source_to_transient_flow_from_macrostate_3.png	report/output	no	downstream-only or out of M0-M2.5 scope	45637	report	downstream-only
reports/planA_k_full_result_visualization/figures/spatial_flow_arrows_by_timepoint_pair.png	report/output	no	downstream-only or out of M0-M2.5 scope	32943	report	downstream-only
reports/planA_k_full_result_visualization/figures/spatial_slices/062921_D0_m3a_1_slice_1_macrostate.png	report/output	no	downstream-only or out of M0-M2.5 scope	53659	report	downstream-only
reports/planA_k_full_result_visualization/figures/spatial_slices/062921_D0_m3a_1_slice_2_macrostate.png	report/output	no	downstream-only or out of M0-M2.5 scope	58652	report	downstream-only
reports/planA_k_full_result_visualization/figures/spatial_slices/062921_D9_m5_1_slice_1_macrostate.png	report/output	no	downstream-only or out of M0-M2.5 scope	69405	report	downstream-only
reports/planA_k_full_result_visualization/figures/spatial_slices/062921_D9_m5_2_slice_2_macrostate.png	report/output	no	downstream-only or out of M0-M2.5 scope	56852	report	downstream-only
reports/planA_k_full_result_visualization/figures/spatial_slices/072523_D35_m11_1_slice_2_macrostate.png	report/output	no	downstream-only or out of M0-M2.5 scope	48248	report	downstream-only
reports/planA_k_full_result_visualization/figures/spatial_slices/072523_D35_m6_1_slice_1_macrostate.png	report/output	no	downstream-only or out of M0-M2.5 scope	47990	report	downstream-only
reports/planA_k_full_result_visualization/figures/spatial_slices/072523_D35_m6_1_slice_2_macrostate.png	report/output	no	downstream-only or out of M0-M2.5 scope	52928	report	downstream-only
reports/planA_k_full_result_visualization/figures/spatial_slices/082421_D0_m6_1_slice_2_macrostate.png	report/output	no	downstream-only or out of M0-M2.5 scope	55335	report	downstream-only
reports/planA_k_full_result_visualization/figures/spatial_slices/082421_D21_m1_1_slice_1_macrostate.png	report/output	no	downstream-only or out of M0-M2.5 scope	59903	report	downstream-only
reports/planA_k_full_result_visualization/figures/spatial_slices/082421_D21_m1_1_slice_2_macrostate.png	report/output	no	downstream-only or out of M0-M2.5 scope	62920	report	downstream-only
reports/planA_k_full_result_visualization/figures/spatial_slices/082421_D21_m2_1_slice_1_macrostate.png	report/output	no	downstream-only or out of M0-M2.5 scope	58090	report	downstream-only
reports/planA_k_full_result_visualization/figures/spatial_slices/092421_D3_m1_1_slice_2_macrostate.png	report/output	no	downstream-only or out of M0-M2.5 scope	60653	report	downstream-only
reports/planA_k_full_result_visualization/figures/spatial_slices/092421_D3_m1_1_slice_3_macrostate.png	report/output	no	downstream-only or out of M0-M2.5 scope	59360	report	downstream-only
reports/planA_k_full_result_visualization/figures/spatial_slices/092421_D3_m2_1_slice_1_macrostate.png	report/output	no	downstream-only or out of M0-M2.5 scope	55860	report	downstream-only
reports/planA_k_full_result_visualization/figures/spatial_slices/100221_D9_m5_2_slice_1_macrostate.png	report/output	no	downstream-only or out of M0-M2.5 scope	61183	report	downstream-only
reports/planA_k_full_result_visualization/figures/timepoint_transition_mass.png	report/output	no	downstream-only or out of M0-M2.5 scope	46893	report	downstream-only
reports/planA_k_full_result_visualization/tables/anchor_spatial_plot_sample.tsv	report/output	no	downstream-only or out of M0-M2.5 scope	74408677	report	downstream-only
reports/planA_k_full_result_visualization/tables/macrostate_summary_table.tsv	report/output	no	downstream-only or out of M0-M2.5 scope	8229	report	downstream-only
reports/planA_k_full_result_visualization/tables/metaniche_spatial_plot_table.tsv	report/output	no	downstream-only or out of M0-M2.5 scope	2758944	report	downstream-only
reports/planA_k_full_result_visualization/tables/transition_edge_plot_table.tsv	report/output	no	downstream-only or out of M0-M2.5 scope	14952	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/.mplconfig/fontlist-v390.json	report/output	no	downstream-only or out of M0-M2.5 scope	64783	config_or_json	downstream-only
reports/planA_k_full_result_visualization_feature_only/00_FULL_RESULT_VISUALIZATION_SUMMARY.json	report/output	no	downstream-only or out of M0-M2.5 scope	91948	config_or_json	downstream-only
reports/planA_k_full_result_visualization_feature_only/00_FULL_RESULT_VISUALIZATION_SUMMARY.md	report/output	no	downstream-only or out of M0-M2.5 scope	72257	documentation	downstream-only
reports/planA_k_full_result_visualization_feature_only/00_preflight.json	report/output	no	downstream-only or out of M0-M2.5 scope	6853	config_or_json	downstream-only
reports/planA_k_full_result_visualization_feature_only/00_preflight.md	report/output	no	downstream-only or out of M0-M2.5 scope	4154	documentation	downstream-only
reports/planA_k_full_result_visualization_feature_only/00_preflight.tsv	report/output	no	downstream-only or out of M0-M2.5 scope	3859	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/01_input_inventory.json	report/output	no	downstream-only or out of M0-M2.5 scope	136	config_or_json	downstream-only
reports/planA_k_full_result_visualization_feature_only/01_input_inventory.md	report/output	no	downstream-only or out of M0-M2.5 scope	4195	documentation	downstream-only
reports/planA_k_full_result_visualization_feature_only/01_input_inventory.tsv	report/output	no	downstream-only or out of M0-M2.5 scope	3664	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/02_plotting_tables_summary.json	report/output	no	downstream-only or out of M0-M2.5 scope	545	config_or_json	downstream-only
reports/planA_k_full_result_visualization_feature_only/02_plotting_tables_summary.md	report/output	no	downstream-only or out of M0-M2.5 scope	617	documentation	downstream-only
reports/planA_k_full_result_visualization_feature_only/03_spatial_macrostate_figures.json	report/output	no	downstream-only or out of M0-M2.5 scope	112	config_or_json	downstream-only
reports/planA_k_full_result_visualization_feature_only/03_spatial_macrostate_figures.md	report/output	no	downstream-only or out of M0-M2.5 scope	10823	documentation	downstream-only
reports/planA_k_full_result_visualization_feature_only/03_spatial_macrostate_figures.tsv	report/output	no	downstream-only or out of M0-M2.5 scope	10251	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/04_macrostate_probability_maps.json	report/output	no	downstream-only or out of M0-M2.5 scope	224	config_or_json	downstream-only
reports/planA_k_full_result_visualization_feature_only/04_macrostate_probability_maps.md	report/output	no	downstream-only or out of M0-M2.5 scope	72278	documentation	downstream-only
reports/planA_k_full_result_visualization_feature_only/04_macrostate_probability_maps.tsv	report/output	no	downstream-only or out of M0-M2.5 scope	69398	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/05_transition_flow_visualization.json	report/output	no	downstream-only or out of M0-M2.5 scope	136	config_or_json	downstream-only
reports/planA_k_full_result_visualization_feature_only/05_transition_flow_visualization.md	report/output	no	downstream-only or out of M0-M2.5 scope	1694	documentation	downstream-only
reports/planA_k_full_result_visualization_feature_only/05_transition_flow_visualization.tsv	report/output	no	downstream-only or out of M0-M2.5 scope	1525	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/06_biological_context_annotation.json	report/output	no	downstream-only or out of M0-M2.5 scope	366	config_or_json	downstream-only
reports/planA_k_full_result_visualization_feature_only/06_biological_context_annotation.md	report/output	no	downstream-only or out of M0-M2.5 scope	8577	documentation	downstream-only
reports/planA_k_full_result_visualization_feature_only/06_biological_context_annotation.tsv	report/output	no	downstream-only or out of M0-M2.5 scope	8176	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/07_biological_context_figures.json	report/output	no	downstream-only or out of M0-M2.5 scope	107	config_or_json	downstream-only
reports/planA_k_full_result_visualization_feature_only/07_biological_context_figures.md	report/output	no	downstream-only or out of M0-M2.5 scope	1605	documentation	downstream-only
reports/planA_k_full_result_visualization_feature_only/07_biological_context_figures.tsv	report/output	no	downstream-only or out of M0-M2.5 scope	1439	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/08_cellrank_style_panel_manifest.json	report/output	no	downstream-only or out of M0-M2.5 scope	74	config_or_json	downstream-only
reports/planA_k_full_result_visualization_feature_only/08_cellrank_style_panel_manifest.md	report/output	no	downstream-only or out of M0-M2.5 scope	1492	documentation	downstream-only
reports/planA_k_full_result_visualization_feature_only/08_cellrank_style_panel_manifest.tsv	report/output	no	downstream-only or out of M0-M2.5 scope	1365	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/09_visualization_readiness_decision.json	report/output	no	downstream-only or out of M0-M2.5 scope	7337	config_or_json	downstream-only
reports/planA_k_full_result_visualization_feature_only/09_visualization_readiness_decision.md	report/output	no	downstream-only or out of M0-M2.5 scope	188	documentation	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/abstract_flow_by_timepoint_pair.png	report/output	no	downstream-only or out of M0-M2.5 scope	194888	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/anchor_probability_slices/062921_D0_m3a_1_slice_1_anchor_macrostate_0_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	223204	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/anchor_probability_slices/062921_D0_m3a_1_slice_1_anchor_macrostate_1_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	223236	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/anchor_probability_slices/062921_D0_m3a_1_slice_1_anchor_macrostate_2_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	225867	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/anchor_probability_slices/062921_D0_m3a_1_slice_1_anchor_macrostate_3_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	225923	report	downstream-only
