path,line_number,pattern,severity,action,redacted_context
tests/test_m3_transition_contract.py,170,token,harmless,Harmless code/test vocabulary after inspection.,        assert token not in text
tests/test_m4a_markov_assembly.py,305,token,harmless,Harmless code/test vocabulary after inspection.,    assert not any(token in name.lower() for name in output_names for to
tests/test_m4a_markov_assembly.py,305,token,harmless,Harmless code/test vocabulary after inspection.,en in name.lower() for name in output_names for token in forbidden)
tests/test_m4b_terminal_design.py,140,token,harmless,Harmless code/test vocabulary after inspection.,"    assert not any(token in ""terminal_macrostate_assignments.parquet"" fo"
tests/test_m4b_terminal_design.py,140,token,harmless,Harmless code/test vocabulary after inspection.,"n ""terminal_macrostate_assignments.parquet"" for token in forbidden)"
tests/test_m4c_fate_probability.py,232,token,harmless,Harmless code/test vocabulary after inspection.,    assert not any(token in str(path).lower() for path in outputs.values
tests/test_m4c_fate_probability.py,232,token,harmless,Harmless code/test vocabulary after inspection.,(path).lower() for path in outputs.values() for token in forbidden)
tests/test_m4c_final_review.py,169,token,harmless,Harmless code/test vocabulary after inspection.,"    assert not any(token in str(path).lower() for key, path in outputs.i"
tests/test_m4c_final_review.py,169,token,harmless,Harmless code/test vocabulary after inspection.,"tputs.items() if key != ""final_figures_dir"" for token in forbidden)"
tests/test_m4d_standard_gpcca_backend.py,72,token,harmless,Harmless code/test vocabulary after inspection.,        assert not any(token in path.name.lower() for token in forbidden)
tests/test_m4d_standard_gpcca_backend.py,72,token,harmless,Harmless code/test vocabulary after inspection.,  assert not any(token in path.name.lower() for token in forbidden)
tests/test_m4d_standard_gpcca_env.py,53,token,harmless,Harmless code/test vocabulary after inspection.,        assert not any(token in path.name.lower() for token in forbidden)
tests/test_m4d_standard_gpcca_env.py,53,token,harmless,Harmless code/test vocabulary after inspection.,  assert not any(token in path.name.lower() for token in forbidden)
tests/test_niche.py,18,token,harmless,Harmless code/test vocabulary after inspection.,"    safe_feature_token,"
tests/test_niche.py,181,token,harmless,Harmless code/test vocabulary after inspection.,"    assert safe_feature_token(""A cell/type"") == ""a_cell_type"""
