path,category,module,stage_or_branch,size_bytes,mtime_utc,include_in_git,commit_group,reason
AGENTS.md,documentation,AGENTS,,1163,2026-05-08T05:56:55.351305Z,true,configs_tests,Agent/project instruction document.
scripts/m1_04_build_niche_full_by_slice.py,milestone_script,m1_04_build_niche_full_by_slice,m1,16857,2026-05-02T12:42:48.837936Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/m2_00_audit_m1_outputs.py,milestone_script,m2_00_audit_m1_outputs,m2,7887,2026-05-09T02:31:38.669387Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/m2_01_prepare_representation_matrix.py,milestone_script,m2_01_prepare_representation_matrix,m2,6847,2026-05-03T01:49:29.155179Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/m2_02_build_full_representation_by_slice.py,milestone_script,m2_02_build_full_representation_by_slice,m2,21087,2026-05-09T02:31:38.670387Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/m3_00_audit_m2_inputs.py,milestone_script,m3_00_audit_m2_inputs,m3,7269,2026-05-03T03:11:42.455321Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/m3_01_define_transition_contract.py,milestone_script,m3_01_define_transition_contract,m3,6107,2026-05-03T03:11:42.455321Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/m3_02_sample_candidate_edges.py,milestone_script,m3_02_sample_candidate_edges,m3,14538,2026-05-03T03:19:36.111604Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/m3_03_review_sampled_transition_preflight.py,milestone_script,m3_03_review_sampled_transition_preflight,m3,8220,2026-05-03T03:19:36.112604Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/m3_04_design_full_transition_plan.py,milestone_script,m3_04_design_full_transition_plan,m3,15865,2026-05-03T04:11:02.416777Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/m3_05_build_transition_pilot_shard.py,milestone_script,m3_05_build_transition_pilot_shard,m3,17135,2026-05-03T11:25:43.742073Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/m3_06_run_transition_timepair_pilot.py,milestone_script,m3_06_run_transition_timepair_pilot,m3,42641,2026-05-03T04:51:29.423020Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/m3_07_review_timepair_pilot_and_plan_next.py,milestone_script,m3_07_review_timepair_pilot_and_plan_next,m3,23653,2026-05-03T05:22:55.588729Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/m3_08_inspect_ann_backends.py,milestone_script,m3_08_inspect_ann_backends,m3,4306,2026-05-03T11:26:13.965221Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/m3_09_design_ann_validation.py,milestone_script,m3_09_design_ann_validation,m3,9813,2026-05-03T11:30:35.760499Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/m3_10_design_slurm_full_m3_strategy.py,milestone_script,m3_10_design_slurm_full_m3_strategy,m3,14241,2026-05-03T11:30:25.990452Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/m3_11_validate_ann_backend_on_sampled_shard.py,milestone_script,m3_11_validate_ann_backend_on_sampled_shard,m3,39365,2026-05-03T11:48:32.765325Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/m3_12_validate_ann_backend_on_full_shard.py,milestone_script,m3_12_validate_ann_backend_on_full_shard,m3,30520,2026-05-03T11:59:34.216412Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/m3_13_stress_test_ann_large_target_pair.py,milestone_script,m3_13_stress_test_ann_large_target_pair,m3,30345,2026-05-03T13:18:02.006072Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/m3_14_freeze_backend_and_dryrun_full_m3.py,milestone_script,m3_14_freeze_backend_and_dryrun_full_m3,m3,32227,2026-05-03T13:41:51.186988Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/m3_15_run_full_m3_by_shard.py,milestone_script,m3_15_run_full_m3_by_shard,m3,38137,2026-05-03T13:50:37.189589Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/m3_16_freeze_full_m3_qc_report.py,milestone_script,m3_16_freeze_full_m3_qc_report,m3,31211,2026-05-04T06:54:45.949557Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/m3_v2_00_write_design_protocol.py,milestone_script,m3_v2_00_write_design_protocol,m3,24818,2026-05-08T02:44:02.798579Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/m3_v2_01_run_small_pilot.py,milestone_script,m3_v2_01_run_small_pilot,m3,39189,2026-05-08T03:05:11.478704Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/m3_v2_02_kernel_diagnostic_tuning.py,milestone_script,m3_v2_02_kernel_diagnostic_tuning,m3,32338,2026-05-08T03:26:17.740739Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/m3_v2_03_confirmatory_constrained_pilot.py,milestone_script,m3_v2_03_confirmatory_constrained_pilot,m3,38664,2026-05-08T03:42:30.841805Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/m3_v2_04_package_review.py,milestone_script,m3_v2_04_package_review,m3,16375,2026-05-08T04:15:23.389701Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/m3_v2_05_full_production_plan.py,milestone_script,m3_v2_05_full_production_plan,m3,20460,2026-05-08T04:21:48.996899Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/m3_v2_06_run_full_by_shard.py,milestone_script,m3_v2_06_run_full_by_shard,m3,45709,2026-05-08T06:55:09.560378Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/m3_v2_08_full_qc_and_benchmark.py,milestone_script,m3_v2_08_full_qc_and_benchmark,m3,44304,2026-05-08T08:00:39.243911Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/m4a_01_assemble_global_transition_object.py,milestone_script,m4a_01_assemble_global_transition_object,m4a,47847,2026-05-04T07:38:38.858232Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/m4a_v2_00_assembly_plan.py,milestone_script,m4a_v2_00_assembly_plan,m4a,34507,2026-05-08T08:15:02.523464Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/m4a_v2_01_assemble_sparse_matrices.py,milestone_script,m4a_v2_01_assemble_sparse_matrices,m4a,64402,2026-05-08T09:12:30.184725Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/m4a_v2_03_full_qc_and_benchmark.py,milestone_script,m4a_v2_03_full_qc_and_benchmark,m4a,45509,2026-05-08T09:27:23.356797Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/m4b_01_design_terminal_macrostates.py,milestone_script,m4b_01_design_terminal_macrostates,m4b,32245,2026-05-04T11:21:26.901386Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/m4b_02_review_markov_gpcca_feasibility.py,milestone_script,m4b_02_review_markov_gpcca_feasibility,m4b,14540,2026-05-04T08:02:45.730068Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/m4c_01_compute_markov_fate_probabilities.py,milestone_script,m4c_01_compute_markov_fate_probabilities,m4c,46771,2026-05-04T08:54:32.951835Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/m4c_02_review_and_freeze_markov_fate_results.py,milestone_script,m4c_02_review_and_freeze_markov_fate_results,m4c,44863,2026-05-04T11:22:52.996758Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/m4c_v2_00_planning_and_handoff.py,milestone_script,m4c_v2_00_planning_and_handoff,m4c,49868,2026-05-08T09:57:08.863428Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/m4c_v2_01_run_fate_propagation.py,milestone_script,m4c_v2_01_run_fate_propagation,m4c,59123,2026-05-08T10:16:32.076725Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/m4c_v2_03_fate_benchmark.py,milestone_script,m4c_v2_03_fate_benchmark,m4c,53687,2026-05-08T10:28:38.431892Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/m4d_00_audit_coordinate_availability.py,milestone_script,m4d_00_audit_coordinate_availability,m4d,24478,2026-05-04T09:56:13.852136Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/m4d_01_inspect_pcca_backend.py,milestone_script,m4d_01_inspect_pcca_backend,m4d,1668,2026-05-04T10:55:50.943910Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/m4d_01a_review_standard_gpcca_backend.py,milestone_script,m4d_01a_review_standard_gpcca_backend,m4d,1375,2026-05-04T10:56:07.946986Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/m4d_01b_setup_standard_gpcca_env.sh,milestone_script,m4d_01b_setup_standard_gpcca_env,m4d,4406,2026-05-04T11:33:00.905566Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/m4d_01b_validate_standard_gpcca_backend.py,milestone_script,m4d_01b_validate_standard_gpcca_backend,m4d,24652,2026-05-04T11:29:59.813608Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/m4d_01c_run_supernode_gpcca.py,milestone_script,m4d_01c_run_supernode_gpcca,m4d,1252,2026-05-07T07:22:32.099247Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/m4e_01_endpoint_annotation_review.py,milestone_script,m4e_01_endpoint_annotation_review,m4e,37957,2026-05-07T13:33:28.286865Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/m4e_02_extract_neighborhood_annotation.py,milestone_script,m4e_02_extract_neighborhood_annotation,m4e,38328,2026-05-07T13:53:57.017629Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/m4e_03_endpoint_refinement_freeze.py,milestone_script,m4e_03_endpoint_refinement_freeze,m4e,56081,2026-05-07T14:11:26.304619Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/m4e_03_figure_report_qc_patch.py,milestone_script,m4e_03_figure_report_qc_patch,m4e,19389,2026-05-08T02:29:54.866133Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/m4v_01_visualize_m4c_m4d_markov_results.py,milestone_script,m4v_01_visualize_m4c_m4d_markov_results,m4v,1265,2026-05-07T07:22:32.099247Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/planA_00_freeze_p_fate_branch.py,milestone_script,planA_00_freeze_p_fate_branch,planA_p_fate_branch,35583,2026-05-08T10:44:03.857244Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/storage_00_audit_nichefate_paths.py,production_script,storage_00_audit_nichefate_paths,storage,15858,2026-05-07T01:42:16.393770Z,true,code_scripts,Lightweight utility/pipeline script retained for reproducibility; not executed in ReviewPack-04.
scripts/storage_01_migrate_large_inputs_to_data.py,production_script,storage_01_migrate_large_inputs_to_data,storage,8931,2026-05-07T01:47:39.036509Z,true,code_scripts,Lightweight utility/pipeline script retained for reproducibility; not executed in ReviewPack-04.
scripts/storage_02_validate_path_compatibility.py,production_script,storage_02_validate_path_compatibility,storage,10228,2026-05-07T01:43:34.905950Z,true,code_scripts,Lightweight utility/pipeline script retained for reproducibility; not executed in ReviewPack-04.
src/nichefate/__init__.py,source_module,src.nichefate.__init__,,147,2026-05-09T02:30:59.573227Z,true,code_core,Core package source module.
src/nichefate/__pycache__/__init__.cpython-310.pyc,generated_cache,src.nichefate.__pycache__.__init__.cpython-310,,284,2026-05-09T02:31:09.066266Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
src/nichefate/__pycache__/__init__.cpython-312.pyc,generated_cache,src.nichefate.__pycache__.__init__.cpython-312,,335,2026-05-07T07:29:23.045747Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
src/nichefate/__pycache__/download.cpython-310.pyc,generated_cache,src.nichefate.__pycache__.download.cpython-310,,3777,2026-05-03T05:23:27.763860Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
src/nichefate/__pycache__/embedding.cpython-310.pyc,generated_cache,src.nichefate.__pycache__.embedding.cpython-310,,1680,2026-05-03T05:23:27.763860Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
src/nichefate/__pycache__/export.cpython-310.pyc,generated_cache,src.nichefate.__pycache__.export.cpython-310,,2488,2026-05-03T05:23:27.764860Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
src/nichefate/__pycache__/graph.cpython-310.pyc,generated_cache,src.nichefate.__pycache__.graph.cpython-310,,3949,2026-05-03T05:23:27.765860Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
src/nichefate/__pycache__/io.cpython-310.pyc,generated_cache,src.nichefate.__pycache__.io.cpython-310,,4698,2026-05-03T05:23:27.766860Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
src/nichefate/__pycache__/io.cpython-312.pyc,generated_cache,src.nichefate.__pycache__.io.cpython-312,,6840,2026-05-07T07:29:23.349746Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
src/nichefate/__pycache__/m3_v2_kernel.cpython-310.pyc,generated_cache,src.nichefate.__pycache__.m3_v2_kernel.cpython-310,m3,7781,2026-05-08T03:43:20.882021Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
src/nichefate/__pycache__/m4d_standard_gpcca.cpython-310.pyc,generated_cache,src.nichefate.__pycache__.m4d_standard_gpcca.cpython-310,m4d,44860,2026-05-07T12:31:22.962221Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
src/nichefate/__pycache__/m4d_standard_gpcca.cpython-312.pyc,generated_cache,src.nichefate.__pycache__.m4d_standard_gpcca.cpython-312,m4d,78367,2026-05-07T08:10:37.853140Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
src/nichefate/__pycache__/m4d_supernode.cpython-310.pyc,generated_cache,src.nichefate.__pycache__.m4d_supernode.cpython-310,m4d,41070,2026-05-07T08:14:11.261943Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
src/nichefate/__pycache__/m4v_markov_visualization.cpython-310.pyc,generated_cache,src.nichefate.__pycache__.m4v_markov_visualization.cpython-310,m4v,20212,2026-05-07T08:14:11.254943Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
src/nichefate/__pycache__/m4v_markov_visualization.cpython-312.pyc,generated_cache,src.nichefate.__pycache__.m4v_markov_visualization.cpython-312,m4v,35034,2026-05-07T08:13:51.200783Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
src/nichefate/__pycache__/metadata.cpython-310.pyc,generated_cache,src.nichefate.__pycache__.metadata.cpython-310,,3690,2026-05-03T05:23:27.766860Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
src/nichefate/__pycache__/metadata.cpython-312.pyc,generated_cache,src.nichefate.__pycache__.metadata.cpython-312,,5985,2026-05-07T07:29:23.046747Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
src/nichefate/__pycache__/niche.cpython-310.pyc,generated_cache,src.nichefate.__pycache__.niche.cpython-310,,11299,2026-05-03T05:23:27.768860Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
src/nichefate/__pycache__/niche_qc.cpython-310.pyc,generated_cache,src.nichefate.__pycache__.niche_qc.cpython-310,,17149,2026-05-03T05:23:27.772860Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
src/nichefate/__pycache__/qc.cpython-310.pyc,generated_cache,src.nichefate.__pycache__.qc.cpython-310,,2249,2026-05-03T05:23:27.772860Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
src/nichefate/__pycache__/representation.cpython-310.pyc,generated_cache,src.nichefate.__pycache__.representation.cpython-310,,8479,2026-05-03T05:23:27.773860Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
src/nichefate/__pycache__/spatial.cpython-310.pyc,generated_cache,src.nichefate.__pycache__.spatial.cpython-310,,2707,2026-05-03T05:23:27.774860Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
src/nichefate/__pycache__/storage_ops.cpython-310.pyc,generated_cache,src.nichefate.__pycache__.storage_ops.cpython-310,storage,6676,2026-05-07T01:41:29.285663Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
src/nichefate/__pycache__/transition.cpython-310.pyc,generated_cache,src.nichefate.__pycache__.transition.cpython-310,,20953,2026-05-04T06:28:54.779524Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
src/nichefate/__pycache__/utils.cpython-310.pyc,generated_cache,src.nichefate.__pycache__.utils.cpython-310,,2168,2026-05-03T05:23:27.776860Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
src/nichefate/download.py,source_module,src.nichefate.download,,4624,2026-04-30T03:12:06.661749Z,true,code_core,Core package source module.
src/nichefate/embedding.py,source_module,src.nichefate.embedding,,1607,2026-04-30T03:03:21.295581Z,true,code_core,Core package source module.
src/nichefate/export.py,source_module,src.nichefate.export,,2412,2026-04-30T03:03:21.295581Z,true,code_core,Core package source module.
src/nichefate/graph.py,source_module,src.nichefate.graph,,3770,2026-04-30T03:03:21.295581Z,true,code_core,Core package source module.
src/nichefate/io.py,source_module,src.nichefate.io,,4934,2026-04-30T03:03:21.293581Z,true,code_core,Core package source module.
src/nichefate/m3_v2_kernel.py,source_module,src.nichefate.m3_v2_kernel,m3,7900,2026-05-08T03:28:52.229732Z,true,code_core,Core package source module.
src/nichefate/m4d_standard_gpcca.py,source_module,src.nichefate.m4d_standard_gpcca,m4d,58247,2026-05-07T08:18:14.307771Z,true,code_core,Core package source module.
src/nichefate/m4d_supernode.py,source_module,src.nichefate.m4d_supernode,m4d,54311,2026-05-07T07:11:50.067688Z,true,code_core,Core package source module.
src/nichefate/m4v_markov_visualization.py,source_module,src.nichefate.m4v_markov_visualization,m4v,26295,2026-05-07T07:21:58.033432Z,true,code_core,Core package source module.
src/nichefate/metadata.py,source_module,src.nichefate.metadata,,3789,2026-04-30T14:44:24.718620Z,true,code_core,Core package source module.
src/nichefate/niche.py,source_module,src.nichefate.niche,,12530,2026-05-02T12:38:55.425687Z,true,code_core,Core package source module.
src/nichefate/niche_qc.py,source_module,src.nichefate.niche_qc,,24863,2026-05-02T12:27:15.413728Z,true,code_core,Core package source module.
src/nichefate/qc.py,source_module,src.nichefate.qc,,1890,2026-04-30T14:41:19.727130Z,true,code_core,Core package source module.
src/nichefate/representation.py,source_module,src.nichefate.representation,,9426,2026-05-03T01:59:30.547734Z,true,code_core,Core package source module.
src/nichefate/spatial.py,source_module,src.nichefate.spatial,,2771,2026-04-30T03:03:21.294581Z,true,code_core,Core package source module.
src/nichefate/storage_ops.py,source_module,src.nichefate.storage_ops,storage,6693,2026-05-07T01:41:16.082632Z,true,code_core,Core package source module.
src/nichefate/transition.py,source_module,src.nichefate.transition,,27235,2026-05-03T11:25:31.278012Z,true,code_core,Core package source module.
src/nichefate/utils.py,source_module,src.nichefate.utils,,1512,2026-04-30T03:03:21.295581Z,true,code_core,Core package source module.
tests/__pycache__/test_config.cpython-310-pytest-9.0.2.pyc,generated_cache,test_config.cpython-310-pytest-9.0.2,config.cpython-310-pytest-9.0.2,4046,2026-04-30T08:29:05.948151Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
tests/__pycache__/test_graph.cpython-310-pytest-9.0.2.pyc,generated_cache,test_graph.cpython-310-pytest-9.0.2,graph.cpython-310-pytest-9.0.2,5884,2026-04-30T08:29:06.227152Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
tests/__pycache__/test_k_gpcca_benchmark.cpython-310-pytest-9.0.2.pyc,generated_cache,test_k_gpcca_benchmark.cpython-310-pytest-9.0.2,k_gpcca_benchmark.cpython-310-pytest-9.0.2,10848,2026-05-08T11:59:04.699772Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
tests/__pycache__/test_k_gpcca_design.cpython-310-pytest-9.0.2.pyc,generated_cache,test_k_gpcca_design.cpython-310-pytest-9.0.2,k_gpcca_design.cpython-310-pytest-9.0.2,12696,2026-05-08T10:54:20.655919Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
tests/__pycache__/test_k_gpcca_pilot_construction.cpython-310-pytest-9.0.2.pyc,generated_cache,test_k_gpcca_pilot_construction.cpython-310-pytest-9.0.2,k_gpcca_pilot_construction.cpython-310-pytest-9.0.2,13456,2026-05-08T11:19:03.442632Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
tests/__pycache__/test_k_gpcca_pilot_preflight.cpython-310-pytest-9.0.2.pyc,generated_cache,test_k_gpcca_pilot_preflight.cpython-310-pytest-9.0.2,k_gpcca_pilot_preflight.cpython-310-pytest-9.0.2,12517,2026-05-08T11:04:53.324926Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
tests/__pycache__/test_k_gpcca_revision.cpython-310-pytest-9.0.2.pyc,generated_cache,test_k_gpcca_revision.cpython-310-pytest-9.0.2,k_gpcca_revision.cpython-310-pytest-9.0.2,12837,2026-05-08T12:30:53.449572Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
tests/__pycache__/test_m2_full_runner.cpython-310-pytest-9.0.2.pyc,generated_cache,test_m2_full_runner.cpython-310-pytest-9.0.2,m2_full_runner.cpython-310-pytest-9.0.2,7771,2026-05-03T02:02:44.247611Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
tests/__pycache__/test_m2_representation.cpython-310-pytest-9.0.2.pyc,generated_cache,test_m2_representation.cpython-310-pytest-9.0.2,m2_representation.cpython-310-pytest-9.0.2,6636,2026-05-03T01:50:04.100333Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
tests/__pycache__/test_m3_ann_and_slurm_strategy.cpython-310-pytest-9.0.2.pyc,generated_cache,test_m3_ann_and_slurm_strategy.cpython-310-pytest-9.0.2,m3_ann_and_slurm_strategy.cpython-310-pytest-9.0.2,13562,2026-05-03T11:32:14.731980Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
tests/__pycache__/test_m3_ann_and_slurm_strategy.cpython-310.pyc,generated_cache,test_m3_ann_and_slurm_strategy.cpython-310,m3_ann_and_slurm_strategy.cpython-310,7640,2026-05-03T11:33:03.090214Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
tests/__pycache__/test_m3_ann_full_shard_validation.cpython-310-pytest-9.0.2.pyc,generated_cache,test_m3_ann_full_shard_validation.cpython-310-pytest-9.0.2,m3_ann_full_shard_validation.cpython-310-pytest-9.0.2,10302,2026-05-03T12:00:45.624595Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
tests/__pycache__/test_m3_ann_full_shard_validation.cpython-310.pyc,generated_cache,test_m3_ann_full_shard_validation.cpython-310,m3_ann_full_shard_validation.cpython-310,6861,2026-05-03T12:01:33.022721Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
tests/__pycache__/test_m3_ann_large_target_stress.cpython-310-pytest-9.0.2.pyc,generated_cache,test_m3_ann_large_target_stress.cpython-310-pytest-9.0.2,m3_ann_large_target_stress.cpython-310-pytest-9.0.2,11738,2026-05-03T13:19:39.980525Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
tests/__pycache__/test_m3_ann_large_target_stress.cpython-310.pyc,generated_cache,test_m3_ann_large_target_stress.cpython-310,m3_ann_large_target_stress.cpython-310,7324,2026-05-03T13:20:22.378818Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
tests/__pycache__/test_m3_ann_validation.cpython-310-pytest-9.0.2.pyc,generated_cache,test_m3_ann_validation.cpython-310-pytest-9.0.2,m3_ann_validation.cpython-310-pytest-9.0.2,9680,2026-05-03T11:50:21.805392Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
tests/__pycache__/test_m3_ann_validation.cpython-310.pyc,generated_cache,test_m3_ann_validation.cpython-310,m3_ann_validation.cpython-310,6328,2026-05-03T11:48:55.149333Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
tests/__pycache__/test_m3_backend_freeze_and_dryrun.cpython-310-pytest-9.0.2.pyc,generated_cache,test_m3_backend_freeze_and_dryrun.cpython-310-pytest-9.0.2,m3_backend_freeze_and_dryrun.cpython-310-pytest-9.0.2,12858,2026-05-03T13:40:10.075480Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
tests/__pycache__/test_m3_backend_freeze_and_dryrun.cpython-310.pyc,generated_cache,test_m3_backend_freeze_and_dryrun.cpython-310,m3_backend_freeze_and_dryrun.cpython-310,7433,2026-05-03T13:42:24.749156Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
tests/__pycache__/test_m3_final_qc_freeze.cpython-310-pytest-9.0.2.pyc,generated_cache,test_m3_final_qc_freeze.cpython-310-pytest-9.0.2,m3_final_qc_freeze.cpython-310-pytest-9.0.2,10262,2026-05-04T06:55:05.166650Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
tests/__pycache__/test_m3_final_qc_freeze.cpython-310.pyc,generated_cache,test_m3_final_qc_freeze.cpython-310,m3_final_qc_freeze.cpython-310,8270,2026-05-04T06:55:21.645730Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
tests/__pycache__/test_m3_full_design.cpython-310-pytest-9.0.2.pyc,generated_cache,test_m3_full_design.cpython-310-pytest-9.0.2,m3_full_design.cpython-310-pytest-9.0.2,7669,2026-05-03T04:12:15.468032Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
tests/__pycache__/test_m3_full_runner.cpython-310-pytest-9.0.2.pyc,generated_cache,test_m3_full_runner.cpython-310-pytest-9.0.2,m3_full_runner.cpython-310-pytest-9.0.2,15404,2026-05-03T13:52:18.564086Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
